1000 200000
402 218 114
993 743 19
801 462 96
83 833 110
939 260 111
693 820 44
393 273 91
611 589 85
473 260 115
419 103 74
176 21 20
611 474 58
222 809 72
18 616 49
712 327 71
930 160 16
964 34 36
164 339 35
238 954 34
607 616 76
602 56 7
787 742 93
714 268 43
456 535 61
947 385 41
975 803 2
373 611 33
958 645 13
117 915 29
918 204 84
778 910 17
908 693 68
558 151 70
371 712 105
163 168 16
195 186 87
396 316 13
623 823 63
873 812 111
913 229 62
59 48 109
37 375 33
787 140 104
590 630 59
365 120 111
478 407 74
620 321 119
1 94 5
227 250 26
490 572 91
284 772 73
653 323 33
817 964 113
450 520 119
679 937 117
828 522 112
132 439 52
10 733 9
101 986 51
959 267 62
441 922 17
436 256 38
551 342 90
86 18 22
602 132 17
691 369 5
616 56 117
70 628 67
848 330 56
128 741 12
528 836 23
139 381 13
820 813 65
849 574 111
903 18 91
43 753 30
387 558 30
376 166 90
983 299 78
477 610 25
900 422 58
305 560 4
187 602 77
542 824 48
625 238 87
810 609 50
124 981 26
384 317 25
519 814 53
770 503 27
382 439 59
655 710 25
474 914 44
652 848 15
278 685 11
350 897 89
595 471 87
397 963 55
535 718 21
75 140 107
541 457 3
640 939 50
17 432 57
407 738 71
35 272 62
735 114 102
898 947 21
101 842 101
15 483 120
700 619 96
343 526 112
596 556 32
402 219 83
30 154 39
886 336 117
714 746 13
156 347 1
200 45 97
528 2 32
158 635 89
503 163 61
960 604 48
321 65 71
379 551 60
697 640 22
505 834 102
834 903 95
540 798 43
828 387 52
104 77 44
702 991 87
467 473 8
896 984 87
288 811 98
317 603 83
590 988 68
50 756 50
929 910 31
520 25 65
242 251 107
118 707 67
742 688 104
425 973 76
705 82 34
301 103 78
994 487 43
117 259 101
182 995 60
217 882 100
141 930 56
132 635 26
865 474 6
724 89 66
887 830 66
474 903 119
42 220 53
998 643 114
859 608 113
899 18 57
56 313 102
350 829 80
533 651 90
340 752 17
713 857 40
713 602 16
424 407 74
668 283 2
852 358 116
913 648 106
605 990 76
470 784 25
152 587 21
371 687 86
929 475 118
191 134 59
860 727 83
346 593 67
471 980 65
611 169 91
686 67 106
966 251 92
512 490 65
663 191 8
80 838 53
376 352 13
567 521 48
607 977 4
197 860 70
894 571 80
904 124 15
291 238 50
513 173 46
248 803 73
507 594 41
245 822 9
179 982 71
449 463 19
919 599 91
788 448 8
135 810 48
122 100 7
540 423 46
122 820 5
151 212 119
629 520 72
761 139 106
237 656 35
689 1 10
972 438 43
454 871 26
506 616 53
537 480 63
23 579 34
678 605 108
601 829 18
617 161 39
114 10 109
749 844 51
480 321 95
670 257 107
696 647 48
609 144 45
866 954 43
915 613 69
297 59 40
901 791 66
214 92 19
472 999 3
904 750 82
213 721 11
755 477 50
39 106 42
361 39 76
528 350 39
21 319 27
40 48 4
334 512 116
281 823 72
2 684 75
277 632 61
104 535 90
745 113 46
255 647 2
976 834 64
526 892 43
962 652 76
712 890 50
591 192 12
249 332 93
480 980 2
851 903 85
956 561 85
231 40 92
191 184 3
672 337 113
43 175 104
570 600 2
569 277 86
409 241 111
670 873 72
477 99 85
35 951 100
602 462 109
170 98 113
927 493 18
764 114 99
687 31 49
835 636 32
782 86 2
257 107 42
67 976 82
308 15 84
87 102 38
161 16 11
144 862 57
907 664 18
78 858 95
689 506 69
644 621 86
352 312 47
214 845 24
431 836 96
259 890 46
776 377 54
926 279 9
207 85 8
143 355 15
29 215 115
993 21 112
664 18 28
3 340 84
212 651 76
761 588 39
731 796 32
335 223 23
450 250 107
43 249 67
559 892 81
606 147 70
797 935 99
372 557 11
431 296 106
107 327 28
207 521 2
13 245 63
310 896 47
598 41 106
86 459 84
291 362 12
469 525 63
250 621 58
295 248 46
822 707 49
248 762 95
349 417 6
203 972 3
785 431 120
687 247 23
254 578 92
743 627 87
496 610 34
366 113 56
291 28 77
208 519 39
632 281 27
723 664 109
813 131 111
117 611 56
253 265 91
956 754 6
652 309 120
565 791 99
738 170 37
536 928 14
205 238 86
595 780 110
86 613 18
923 533 69
654 127 31
684 631 14
807 453 30
313 657 93
166 218 10
892 233 35
722 287 102
734 927 22
937 343 59
503 907 66
821 585 39
109 992 76
665 861 99
14 439 115
133 643 77
815 399 30
591 430 14
44 603 115
809 681 115
594 442 19
624 589 84
977 649 109
136 305 81
534 26 3
85 569 6
189 838 75
14 697 117
1 444 38
608 972 83
316 204 81
384 889 1
476 50 9
739 90 78
37 448 54
384 458 69
346 349 54
207 325 90
884 290 3
908 129 91
19 640 14
163 877 117
304 322 42
655 899 22
800 887 58
260 329 26
101 567 30
34 866 109
176 654 65
120 460 3
813 76 115
246 138 118
347 244 89
895 440 16
915 55 20
603 326 99
705 611 77
339 667 70
803 229 116
450 140 59
276 106 3
832 251 98
552 190 88
962 993 81
936 978 80
983 667 118
813 936 4
903 650 100
987 654 40
358 615 19
521 809 81
288 256 114
613 67 19
37 569 21
196 355 70
110 669 76
493 848 82
29 976 80
271 568 98
219 941 55
65 629 83
358 909 14
17 491 106
896 585 68
759 360 116
918 217 106
36 395 54
467 843 94
29 259 99
800 262 57
597 115 70
619 888 9
410 879 116
289 340 40
978 180 72
612 570 79
151 617 8
834 858 19
656 558 14
270 997 19
489 776 83
61 349 46
744 846 118
211 992 109
854 549 78
821 883 92
5 169 86
816 17 67
702 190 32
598 387 65
203 147 83
855 377 85
661 122 98
344 294 10
978 679 107
965 353 2
52 570 47
534 614 105
560 670 89
344 474 34
830 141 62
57 334 34
801 895 31
109 757 71
226 228 77
902 953 78
940 104 40
104 31 46
121 252 41
123 541 7
195 591 7
908 379 26
468 156 40
934 5 89
834 723 22
739 694 117
967 419 96
206 629 28
889 906 68
568 590 114
167 673 74
73 780 62
102 704 5
743 930 77
688 129 38
772 659 8
905 328 49
567 439 70
595 758 35
841 103 41
708 391 58
825 198 18
32 212 18
324 830 54
800 369 23
648 2 11
515 392 20
214 37 85
711 416 104
381 650 63
390 731 47
140 588 86
769 278 118
893 911 29
182 107 39
22 171 37
746 464 64
252 360 10
832 962 11
478 721 59
147 167 98
580 586 81
296 106 85
236 809 34
702 236 60
388 427 85
118 683 83
766 161 117
584 99 81
760 516 72
342 96 93
389 952 54
972 474 80
197 160 88
561 726 91
398 741 61
81 600 96
164 483 101
363 235 48
309 312 55
759 631 55
300 580 3
54 210 62
436 966 62
510 758 35
359 301 112
460 673 68
461 651 110
891 67 114
587 99 49
707 530 42
836 862 75
705 144 102
881 137 115
1 840 51
98 468 58
746 640 36
444 783 92
348 885 23
46 467 61
121 151 44
451 108 71
46 155 77
130 339 21
383 762 26
200 556 85
953 367 58
654 386 6
337 863 34
184 377 96
490 130 109
726 801 44
471 660 57
147 30 56
623 373 34
942 227 81
841 178 102
352 261 47
888 277 8
807 626 47
476 957 21
545 153 35
847 410 49
974 874 47
35 695 4
302 551 118
164 598 74
705 824 55
672 657 79
723 773 87
511 745 3
131 541 55
270 614 3
703 547 37
729 201 26
847 744 109
713 184 69
774 133 68
111 628 15
968 750 96
943 616 8
75 766 36
282 396 100
716 358 91
340 106 78
982 57 12
474 928 17
697 964 8
696 990 11
183 248 102
496 724 75
234 864 107
338 250 66
654 595 40
499 743 73
318 786 80
106 590 97
444 232 24
12 348 66
613 512 120
535 447 76
423 577 68
569 987 63
126 472 30
789 309 45
319 641 1
953 962 8
166 291 49
588 373 52
383 97 14
7 904 74
593 143 53
466 906 83
650 355 42
854 599 90
999 272 2
967 990 109
203 272 23
50 442 14
65 394 44
232 46 50
220 296 96
159 854 54
906 101 6
642 954 25
143 704 34
938 472 91
177 686 109
563 862 89
664 656 83
316 438 32
186 139 29
788 886 115
836 652 45
397 780 69
538 857 104
397 546 118
575 668 73
864 584 80
361 819 21
955 923 68
992 193 55
312 102 67
39 41 104
770 271 42
552 327 34
245 678 19
587 804 34
619 424 118
125 120 1
875 894 4
316 720 19
94 651 69
251 557 96
632 513 60
348 270 15
217 549 17
438 272 100
175 599 37
485 21 79
498 589 78
129 780 9
253 348 66
887 21 41
930 823 22
167 522 33
112 610 37
320 399 109
376 365 74
892 499 10
214 558 54
238 580 101
532 642 106
682 220 28
396 767 81
380 838 7
43 549 86
125 182 97
577 299 17
833 790 93
950 504 117
593 335 51
142 240 53
153 430 99
259 404 20
519 292 92
243 777 30
244 88 6
178 292 88
589 979 111
700 236 2
646 496 75
842 202 103
218 172 77
831 222 23
772 785 105
650 75 18
903 369 112
182 865 16
346 647 38
491 557 25
341 595 39
779 529 91
12 188 39
234 120 74
601 62 38
170 966 7
575 62 83
242 350 89
104 276 86
271 164 108
527 602 76
765 48 2
588 48 12
935 826 87
220 691 103
192 870 101
172 43 9
190 673 35
755 327 31
100 692 7
230 42 5
740 813 51
934 249 50
943 358 93
414 196 32
410 42 24
492 60 27
818 149 51
414 116 74
871 916 13
215 92 112
867 66 54
240 698 100
216 934 90
897 511 111
766 177 76
946 576 16
520 156 91
832 72 58
457 85 75
958 917 52
43 469 52
890 796 102
473 386 92
326 483 81
973 469 92
839 845 52
945 812 41
344 151 39
324 466 60
550 460 51
15 678 40
802 366 101
538 388 101
840 754 12
659 142 22
576 824 116
48 228 45
60 375 76
587 331 60
701 461 115
214 548 109
230 431 52
900 337 50
762 466 119
623 898 21
140 577 31
897 783 92
785 963 90
551 983 50
232 326 14
462 813 107
365 636 76
438 425 84
279 169 62
279 879 109
904 769 104
799 787 84
507 214 94
623 721 43
29 287 68
906 538 59
261 715 21
99 652 14
3 351 84
827 803 92
737 410 51
708 223 8
384 305 101
976 842 12
760 941 108
619 346 75
101 415 84
952 749 116
447 22 101
70 553 31
368 417 77
170 568 45
404 562 58
832 830 45
663 656 39
465 375 110
212 614 31
964 646 39
556 255 99
982 845 92
680 192 110
228 405 39
409 755 111
560 189 104
724 132 29
628 256 93
739 171 14
708 479 106
973 521 63
437 7 15
831 578 116
873 971 100
885 944 74
338 838 61
599 191 108
576 267 103
333 365 38
610 381 3
577 488 54
911 726 22
748 796 53
388 723 66
332 884 53
136 901 102
316 368 16
20 335 1
180 22 82
846 406 17
110 483 101
849 188 50
185 539 10
649 682 56
800 587 67
758 988 18
758 855 20
577 400 110
517 452 53
954 940 116
580 246 105
286 410 119
368 968 89
326 900 87
859 62 115
259 877 104
220 226 27
413 386 88
456 709 112
365 330 23
168 475 12
602 131 50
857 819 92
851 108 28
368 868 12
33 757 107
78 340 60
104 775 118
471 93 105
69 494 72
542 270 25
382 944 11
992 355 72
982 332 3
816 346 21
862 165 56
776 492 27
447 639 8
152 395 65
459 890 5
323 611 102
680 66 30
450 307 94
958 368 50
96 858 8
874 895 91
874 338 92
801 219 51
737 599 56
49 670 84
822 469 31
410 83 56
300 841 19
376 644 89
778 273 99
37 708 19
568 129 14
325 997 113
98 257 71
904 370 12
213 960 10
603 448 64
373 268 50
706 339 119
416 408 40
592 851 95
722 726 85
79 269 107
378 387 19
173 812 88
15 432 34
584 220 69
333 41 113
664 386 11
645 789 85
381 938 14
396 248 90
491 969 87
176 891 82
558 129 84
615 439 50
450 749 107
590 767 75
58 489 72
567 429 78
512 121 105
401 421 62
907 638 49
608 604 79
488 889 67
873 116 97
8 428 28
840 146 43
866 869 38
313 146 59
991 458 93
387 952 89
675 314 77
895 322 80
781 897 49
25 567 55
582 826 117
11 334 61
494 193 109
980 368 107
558 682 25
235 47 114
236 253 99
236 439 83
481 325 117
662 324 77
440 43 96
673 772 94
353 746 103
260 787 39
210 594 83
643 325 7
478 207 57
582 933 2
668 235 52
464 498 38
897 98 50
286 729 89
599 87 6
546 39 67
570 622 49
257 992 2
229 732 26
449 721 94
325 64 29
338 373 74
392 44 57
81 269 101
753 454 42
571 878 75
643 979 113
391 223 73
749 962 110
258 458 104
330 556 40
998 825 89
721 145 114
754 634 24
532 793 73
254 951 110
371 1000 24
898 950 39
157 504 48
661 144 120
637 948 11
953 857 118
233 549 23
243 169 23
627 872 67
291 31 36
980 765 83
852 816 90
342 482 34
748 558 93
891 246 115
263 606 67
815 723 51
965 64 29
770 488 45
53 543 3
668 37 55
358 545 63
129 696 5
128 854 114
735 348 102
246 90 114
653 282 78
42 871 25
341 579 81
601 879 23
516 71 44
355 41 83
692 350 32
205 420 108
242 775 96
242 480 95
528 909 40
915 994 62
790 589 10
126 375 37
620 680 9
313 738 24
481 893 78
63 133 26
524 233 118
808 219 38
168 897 88
621 770 99
543 917 3
461 4 40
249 970 101
108 911 29
399 957 50
879 326 73
121 173 116
542 164 6
272 300 58
669 866 101
301 763 87
34 162 8
116 655 92
109 554 84
41 256 32
448 400 91
784 409 75
312 121 120
507 216 53
262 551 49
625 451 30
503 763 14
28 260 110
12 422 66
904 982 23
542 938 87
154 579 24
239 945 77
939 253 21
249 107 90
685 508 32
49 709 99
539 677 79
696 788 18
130 570 31
34 601 3
124 523 104
585 229 96
609 346 2
290 567 73
118 815 78
228 118 5
574 395 39
479 459 18
67 417 52
6 30 59
371 962 102
841 174 111
890 693 70
363 414 66
988 33 78
474 918 36
834 555 68
824 324 52
6 732 33
855 77 112
485 551 96
649 432 61
991 846 70
128 252 56
802 669 53
145 599 35
988 17 108
876 941 59
810 546 29
195 540 5
124 739 47
748 244 1
518 324 5
222 28 79
91 10 53
428 81 62
425 960 9
251 266 73
688 794 33
498 658 37
82 75 66
250 344 87
847 650 65
314 565 75
517 769 111
18 566 104
492 104 84
243 575 78
739 451 3
205 667 4
528 260 67
834 297 5
975 51 87
828 987 43
954 807 48
597 539 94
772 841 24
696 650 68
743 255 107
928 177 44
563 980 33
977 719 24
714 76 66
980 905 23
60 169 111
107 778 74
883 319 106
129 670 24
799 365 21
834 388 98
306 114 26
861 159 23
898 780 18
843 576 6
995 450 50
211 968 30
433 81 95
298 54 108
512 902 56
757 985 78
813 187 12
431 89 27
701 521 51
959 9 30
919 950 78
976 351 15
42 696 42
502 147 87
158 648 6
251 86 83
267 129 113
69 190 15
377 309 108
799 748 89
975 360 82
378 866 67
62 604 79
728 585 44
592 265 120
278 507 105
30 377 64
461 111 1
365 679 45
647 985 18
236 62 100
789 900 63
933 755 113
609 336 119
702 431 100
536 311 117
59 419 94
337 738 73
353 40 64
663 384 61
626 993 23
655 748 49
582 15 88
495 855 100
11 200 116
44 429 94
543 590 60
711 348 55
632 242 98
224 280 89
729 307 6
293 304 98
405 490 120
285 125 96
379 831 28
895 13 109
166 746 94
943 784 79
251 732 86
583 827 115
259 574 2
74 823 5
349 287 63
921 317 79
181 173 104
479 296 108
551 159 35
963 313 55
787 320 92
963 695 99
31 195 30
98 744 117
305 159 23
19 7 24
535 55 41
495 618 112
676 444 65
613 526 99
986 743 103
539 661 51
157 202 46
421 218 5
875 569 35
391 910 84
585 126 35
189 994 75
321 568 37
613 984 69
190 788 37
508 378 25
201 248 25
75 864 5
656 191 84
427 50 79
495 258 97
767 674 52
414 725 10
306 611 70
866 144 87
681 62 39
41 349 107
214 88 100
50 545 95
296 822 11
188 113 94
947 109 112
964 479 69
24 529 60
335 82 3
408 810 97
235 684 93
90 935 4
473 423 102
396 678 20
371 581 6
682 260 68
379 306 120
598 125 42
586 975 3
504 221 34
516 370 114
95 335 54
341 625 67
986 680 82
964 361 95
415 861 61
678 177 43
550 130 74
845 163 89
883 129 98
785 156 26
702 753 62
643 457 66
325 991 108
310 604 60
782 602 117
880 384 21
563 994 72
50 210 55
916 320 14
741 946 26
263 919 35
939 617 39
78 532 102
413 914 26
416 150 98
485 873 9
908 789 23
548 9 4
512 797 114
735 840 29
477 104 37
556 643 43
612 846 68
255 789 100
326 228 25
633 720 37
103 658 4
13 993 108
229 432 76
861 200 12
30 984 46
249 758 46
299 465 40
910 718 9
621 304 14
403 391 46
268 901 37
2 680 52
981 299 108
679 76 57
131 641 34
892 513 65
763 850 18
535 616 27
407 773 63
494 176 12
642 967 86
548 664 117
429 941 27
251 542 86
500 524 85
460 339 106
426 513 61
650 767 35
93 999 36
422 660 5
483 429 91
574 155 38
714 561 107
426 801 8
354 466 56
554 298 78
353 733 100
181 87 8
428 404 120
249 827 74
752 3 23
580 295 105
196 6 112
338 168 44
552 427 119
886 764 74
928 644 22
801 810 78
591 408 19
899 549 40
161 431 54
368 915 94
845 916 93
327 24 21
908 541 37
595 37 83
468 858 71
907 769 64
478 846 115
77 114 42
994 379 33
533 5 47
781 450 89
232 685 18
208 263 89
292 383 91
926 651 53
363 767 82
614 568 92
449 888 75
4 266 91
343 98 40
573 70 11
575 20 57
535 930 98
619 549 85
475 922 54
882 182 94
941 474 60
848 362 110
748 627 93
774 662 85
362 767 78
246 918 54
996 813 3
451 939 34
509 948 26
364 524 82
404 994 77
435 913 58
113 740 108
623 752 52
289 503 72
332 79 46
125 689 3
807 517 63
329 73 54
350 320 44
994 601 1
254 283 10
74 811 17
865 520 109
853 12 6
992 87 56
54 520 116
903 406 84
210 968 20
278 896 63
245 715 7
233 383 63
577 167 57
327 782 76
834 743 17
345 670 86
600 761 113
862 715 72
614 341 84
448 669 107
807 709 19
353 174 49
175 478 59
694 1000 74
759 970 31
116 673 99
920 733 40
698 336 63
755 333 20
836 379 116
995 774 70
119 468 95
25 620 40
612 367 14
798 754 62
549 436 33
172 384 110
946 737 30
757 521 49
717 524 100
290 272 60
849 936 119
396 439 63
796 628 58
692 638 75
24 722 31
153 921 35
96 358 10
975 904 18
610 587 11
354 313 59
395 591 84
924 761 23
234 798 10
966 431 58
1000 735 46
862 900 51
735 301 108
204 743 33
600 901 25
280 238 114
342 96 98
535 230 106
632 403 101
892 357 9
820 288 32
794 19 69
821 539 98
585 955 66
887 401 116
986 926 49
977 751 46
128 536 75
112 372 15
55 272 89
419 214 13
303 286 16
683 645 55
13 901 39
522 791 10
447 240 92
522 474 92
365 475 52
986 209 81
314 713 87
53 120 88
605 5 84
340 742 52
415 570 66
867 291 106
620 495 120
154 81 49
476 253 66
371 831 79
873 514 90
408 806 90
892 575 109
788 770 100
914 731 18
837 918 72
270 137 23
851 966 117
401 257 106
992 565 35
48 981 102
928 562 72
258 604 88
256 194 118
956 586 34
511 659 94
477 10 120
839 831 23
162 952 66
790 903 95
936 347 23
815 719 47
841 863 16
1000 41 95
810 399 79
281 973 109
628 190 86
149 596 48
198 717 110
98 458 63
8 277 113
873 114 65
476 673 94
445 390 1
72 708 100
220 443 12
616 90 39
608 811 26
207 35 95
455 592 42
304 727 76
29 521 90
419 260 36
732 692 102
525 809 4
244 893 15
615 381 55
294 807 64
488 765 76
390 303 53
731 943 33
265 286 51
638 548 42
859 387 24
967 137 33
254 941 90
96 949 107
810 178 21
189 264 112
475 950 103
589 730 31
375 484 70
563 92 62
921 410 69
281 149 101
273 737 51
789 113 34
717 128 16
921 906 52
214 14 41
409 659 39
252 234 47
57 235 45
593 351 94
229 716 22
592 226 70
241 73 105
439 255 21
841 33 29
454 907 9
943 416 85
655 133 55
616 734 115
418 837 50
323 145 72
939 360 67
751 250 10
242 71 96
684 160 58
738 502 87
166 89 69
857 245 73
789 605 94
253 423 81
382 264 27
74 331 68
702 785 38
854 31 105
114 484 82
439 454 50
132 59 89
532 751 29
112 510 100
485 279 14
887 641 90
837 4 41
10 316 70
167 915 95
95 538 82
14 674 96
674 111 91
347 932 27
693 717 98
538 491 118
438 189 32
821 632 72
248 694 2
217 666 85
241 356 84
66 49 49
538 868 45
724 241 92
823 876 63
802 262 8
747 336 4
695 261 74
340 566 58
328 507 59
233 8 109
677 432 3
665 535 99
696 240 31
284 738 10
504 836 56
513 871 97
519 788 101
454 606 84
755 779 94
625 855 40
473 1000 99
726 615 83
86 669 93
489 969 18
79 827 116
224 820 36
275 963 117
180 956 32
495 370 98
218 898 8
801 632 54
876 196 34
944 635 48
313 189 88
216 20 25
694 220 78
455 909 13
662 148 62
122 338 29
986 476 76
811 908 39
473 997 64
729 616 90
49 814 25
425 98 105
486 946 52
761 405 85
497 634 39
502 429 61
1000 60 76
877 819 51
539 249 77
614 978 23
272 878 34
24 390 48
755 219 19
97 147 91
455 854 70
151 245 66
381 409 95
855 259 86
722 711 34
628 264 20
96 305 11
133 911 11
302 710 83
920 558 78
226 248 4
272 280 39
699 789 68
13 198 114
801 470 100
700 162 85
59 626 33
554 240 46
126 741 105
68 402 55
205 732 23
882 780 37
54 307 88
900 215 114
196 386 60
980 460 25
191 802 16
770 404 21
704 869 78
832 710 103
429 287 75
17 336 46
506 742 71
599 535 26
456 96 19
530 217 17
719 512 86
226 191 71
217 482 11
818 32 39
655 816 118
417 807 104
69 257 13
348 693 78
575 579 21
725 944 18
126 564 82
191 882 20
815 968 80
127 362 27
305 97 78
322 802 69
930 16 104
275 977 70
50 523 17
661 4 18
724 338 4
512 456 68
612 357 120
372 259 3
682 47 38
87 489 115
170 327 32
543 882 5
867 508 91
342 656 7
835 339 114
559 751 114
375 856 118
721 325 80
297 435 4
154 9 58
361 783 57
196 200 31
820 798 106
383 71 26
151 90 30
368 254 24
935 712 76
659 508 98
983 979 15
212 817 24
41 805 98
994 500 39
41 762 48
270 705 81
945 442 107
457 435 75
71 597 103
134 255 22
873 134 12
200 227 46
872 271 56
242 703 64
333 275 47
897 509 77
57 246 48
641 304 23
209 968 73
74 353 52
715 870 115
481 558 34
230 474 22
94 640 115
357 409 103
995 980 32
29 806 76
352 591 84
924 868 72
842 58 25
307 757 31
197 365 97
751 448 26
43 234 52
87 767 66
548 220 63
909 879 61
836 428 111
386 742 30
581 324 87
486 73 9
972 507 76
474 968 33
150 246 23
813 967 19
229 889 12
666 650 21
450 369 92
481 908 101
81 655 120
699 193 1
37 90 113
304 565 26
851 34 36
194 218 23
899 625 6
651 425 120
488 680 18
236 762 106
949 184 15
141 849 31
909 385 24
381 394 10
502 259 15
709 301 31
984 803 61
111 812 44
12 646 14
500 740 2
756 67 8
649 366 18
773 144 83
614 299 65
744 978 56
839 522 45
703 838 112
168 979 99
385 615 77
848 492 115
30 452 3
803 625 94
534 385 81
681 922 38
64 891 113
858 990 120
830 219 89
874 666 47
578 309 85
776 858 89
191 310 11
600 583 17
653 53 42
782 583 21
646 32 58
175 141 115
451 860 105
383 141 105
629 237 44
313 656 101
331 740 62
670 893 43
616 228 59
647 505 90
495 20 87
116 233 16
574 195 45
74 303 99
404 172 106
79 484 34
174 408 12
364 171 86
104 887 10
881 785 101
898 43 118
943 398 117
835 833 17
740 14 105
264 258 110
431 385 11
626 1 91
588 302 51
700 959 119
197 952 9
922 117 36
983 294 12
677 51 104
849 594 58
722 874 28
176 751 93
598 808 62
637 835 25
929 486 19
463 504 56
647 575 12
729 168 46
427 285 17
408 136 84
127 327 67
740 762 116
731 402 109
861 411 53
213 605 120
268 738 3
595 567 20
527 516 28
86 12 31
171 973 5
651 812 102
547 153 58
399 520 73
27 624 4
289 978 100
737 526 54
733 502 80
558 405 66
369 712 90
322 587 113
221 169 75
422 602 66
551 85 74
256 507 4
929 131 56
819 536 12
207 767 1
12 8 18
116 728 93
550 332 3
930 309 84
582 429 118
637 352 34
698 788 104
832 77 60
378 302 90
974 280 21
883 548 73
371 601 105
949 22 48
988 553 107
642 603 40
537 738 56
305 123 104
148 480 2
496 843 28
485 764 89
279 276 90
255 81 32
413 925 52
457 557 16
893 668 51
653 684 73
323 511 31
204 451 40
970 817 120
901 990 12
734 35 73
554 58 41
546 684 21
674 289 20
615 900 81
591 731 113
937 856 5
795 135 97
927 805 27
549 791 49
997 336 77
506 468 36
187 109 23
186 561 61
288 617 2
839 694 92
825 27 37
921 103 106
222 797 91
854 455 48
75 275 77
504 696 2
383 637 3
798 930 1
440 845 11
341 10 81
559 955 89
96 542 54
716 339 66
822 901 18
805 863 75
19 822 115
848 714 59
154 889 3
707 828 50
221 32 62
727 710 50
892 959 5
260 411 38
432 230 51
198 542 35
150 634 83
143 264 49
980 807 93
84 478 94
341 478 5
9 769 47
234 677 39
990 667 119
518 170 38
264 634 106
352 483 49
574 443 71
730 922 38
984 907 33
356 251 35
137 565 37
367 494 11
770 882 96
400 314 112
717 624 25
896 87 36
475 774 108
724 491 62
240 317 18
218 818 47
90 851 109
136 323 87
52 695 106
587 745 91
227 482 44
131 677 106
810 592 26
469 193 56
447 395 50
300 222 104
753 545 96
412 971 86
238 643 8
427 797 44
21 155 12
948 535 101
915 432 114
34 46 15
341 493 92
526 304 71
791 648 10
171 583 43
79 129 3
452 565 33
173 94 10
419 730 34
124 841 10
625 443 72
708 786 93
79 511 97
774 707 27
506 774 46
437 654 8
265 766 87
502 775 111
228 560 37
657 436 31
320 746 106
18 230 111
791 426 72
333 671 103
757 426 3
723 370 102
998 75 42
972 484 38
442 121 47
878 383 65
975 174 66
52 849 74
154 193 53
810 735 34
119 205 36
590 111 86
133 573 38
317 625 26
982 16 54
252 56 89
262 744 59
129 133 110
544 554 42
551 901 8
597 230 75
790 404 112
911 745 9
786 665 59
518 819 67
941 548 47
975 942 101
821 263 116
599 833 109
132 997 14
714 800 8
997 492 43
727 226 110
750 166 63
225 736 2
496 931 103
417 874 16
841 31 20
602 958 31
415 903 109
390 611 99
691 862 43
797 972 48
934 756 65
55 247 115
804 655 65
35 958 18
614 357 55
336 3 31
475 27 42
259 901 44
840 839 57
714 933 18
312 357 25
260 618 51
313 288 29
15 832 70
730 633 56
613 256 91
896 658 51
644 561 101
436 262 26
262 958 85
417 454 105
73 300 99
734 948 68
727 711 12
428 691 117
296 507 24
994 23 109
203 955 119
296 851 75
794 798 29
484 933 60
679 6 50
840 973 54
197 7 102
252 46 66
961 242 18
113 198 96
266 890 59
584 7 113
253 635 60
122 742 71
8 120 38
443 187 92
323 231 33
753 96 18
353 200 84
389 130 8
139 26 105
892 821 39
313 872 90
727 666 9
924 224 36
954 56 30
567 885 74
423 512 89
497 56 19
860 552 78
660 15 33
79 122 63
938 233 17
421 364 99
819 615 3
696 976 80
404 860 79
98 161 14
542 273 70
413 420 88
683 162 79
125 355 118
829 845 111
849 123 118
692 960 47
668 957 21
33 597 48
969 473 106
581 856 30
279 378 87
334 944 83
958 30 41
18 534 52
202 124 86
255 830 98
742 761 44
14 452 52
524 245 78
869 403 10
728 799 111
988 758 99
764 189 72
212 185 63
4 428 38
577 252 92
946 20 23
880 763 86
451 345 23
884 438 84
376 366 94
22 964 37
676 900 112
964 120 26
651 406 51
830 613 117
779 177 69
47 349 43
94 628 16
528 383 21
436 702 62
897 528 28
704 710 84
278 418 30
80 416 79
996 66 110
933 106 87
914 396 68
521 137 92
477 192 69
139 43 24
693 27 51
419 27 108
400 894 111
762 704 4
926 32 110
967 862 99
23 119 46
742 11 18
422 979 1
996 165 120
311 793 26
804 336 104
307 443 69
532 134 84
592 319 73
168 943 19
118 348 64
293 611 105
235 816 9
567 277 2
812 55 8
317 819 105
170 276 4
543 780 53
775 306 7
225 928 32
804 399 74
132 50 116
522 176 92
573 730 117
465 629 55
687 101 92
981 6 48
782 375 27
667 901 43
14 19 53
586 828 7
118 334 45
350 343 54
370 787 24
479 366 8
233 379 112
696 30 107
689 430 33
615 561 70
520 252 115
746 28 16
75 62 61
703 775 80
355 643 40
412 872 109
999 486 108
785 853 112
259 537 51
265 226 94
985 245 28
470 27 9
407 19 64
680 846 49
927 345 52
965 952 8
403 435 116
474 298 104
136 194 96
21 196 42
439 36 16
659 297 10
140 193 43
451 18 29
611 999 37
605 908 104
353 267 10
465 260 9
916 593 21
861 435 43
374 239 7
379 258 50
151 211 52
119 565 94
367 368 32
811 814 90
991 270 10
335 347 70
343 777 108
650 695 82
750 371 77
457 688 66
980 181 36
506 187 56
957 307 88
604 620 34
122 912 73
640 292 86
797 630 75
834 718 58
582 509 89
983 145 97
817 873 107
327 9 117
863 514 42
588 800 104
272 25 19
826 262 30
953 378 66
120 285 109
99 498 107
339 900 11
200 610 118
403 820 72
459 121 83
422 624 32
13 368 90
176 91 69
96 403 88
482 678 45
963 270 12
246 787 33
371 778 116
106 192 115
142 488 3
